Dataset,Algorithm,Accuracy,Training_Time,Loss,Score
FashionMNIST,SGD,0.9059,350.08850026130676,0.2767029789798677,0.9001954156423482
FashionMNIST,Adam,0.9117,449.9386579990387,0.2515438306989319,0.9786940605182475
FashionMNIST,RMSProp,0.9092,554.5147316455841,0.2709214712924032,0.905113106037809
FashionMNIST,SISA,0.8656,1521.7120025157928,0.4067417384145108,0.0
