Dataset,Algorithm,Remaining_Accuracy,Deleted_Accuracy,Unlearning_Time,Score
FashionMNIST,Retraining,0.905327731092437,0.916,615.6553235054016,0.6897945420247608
FashionMNIST,FineTuning,0.9199495798319328,0.94,639.2594821453094,0.6019230769230771
FashionMNIST,Influence,0.09243697478991597,1.0,222.81613278388977,0.25
FashionMNIST,SISA,0.8513613445378151,0.896,352.30022740364075,0.8891139528470823
