Dataset,Algorithm,Remaining_Accuracy,Deleted_Accuracy,Unlearning_Time,Score
CIFAR100,Retraining,0.40357777777777776,0.3762,461.85783553123474,0.5954400209051707
CIFAR100,FineTuning,0.5020888888888889,0.447,734.2452447414398,0.5842880845476541
CIFAR100,Influence,0.020955555555555557,0.0234,216.2201817035675,0.6
CIFAR100,SISA,0.2548,0.2492,2187.038789987564,0.35784382706187773
